"grape_variety","index","location","price","rated_by","ratings","timestamp","timestampString","uid","url","url_uid","wine_vintage","wine_vintage_link"
"Grenache",473,"Sardinia, Italy","28","RP","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","5yE34ANuv2bVhKlYZrkT","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Antonella Corda Cannonau 2020","https://www.wine.com/product/antonella-corda-cannonau-2020/1015900"
"Cabernet Sauvignon",474,"Columbia Valley, Washington","38","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","zr40arg9qDzIi6miXr6h","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Browne Family Vineyards Bitner Estate Cabernet Sauvignon 2020","https://www.wine.com/product/browne-family-vineyards-bitner-estate-cabernet-sauvignon-2020/1193739"
"Nebbiolo",475,"Barolo, Piedmont, Italy","57","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","vC8enRcIWTuou2PSAepY","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Bruna Grimaldi Barolo Bricco Ambrogio 2019","https://www.wine.com/product/bruna-grimaldi-barolo-bricco-ambrogio-2019/1332084"
"Cabernet Sauvignon",476,"Alexander Valley, Sonoma County, California","79","JD","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","YNmNd6qTt95IKWncH5Rv","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Goldschmidt Vineyard Yoeman Cabernet Sauvignon 2017","https://www.wine.com/product/goldschmidt-vineyard-yoeman-cabernet-sauvignon-2017/981969"
"Pinot Noir",477,"Central Otago, New Zealand","34","W&S","92",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","zVG9JZtKsLwM0LFlr2d6","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Loveblock Pinot Noir 2020","https://www.wine.com/product/loveblock-pinot-noir-2020/765370"
"Syrah/Shiraz",478,"Hawkes Bay, New Zealand","39","WE","92",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","itXruzlFPsEf6vLlic4c","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Smith and Sheth CRU Heretaunga Syrah 2021","https://www.wine.com/product/smith-and-sheth-cru-heretaunga-syrah-2021/1686583"
"Rhone Red Blends",479,"Vinsobres, Rhone, France","74","D","92",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","wGHcBSTs7o4OOMNBZZXb","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Chateau de Rouanne Rouanne et les Crottes Vinsobres 2019","https://www.wine.com/product/chateau-de-rouanne-rouanne-et-les-crottes-vinsobres-2019/881335"
"Syrah/Shiraz",480,"Santa Barbara, Central Coast, California","56","RP","90",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","5aQuQ0SMAtJTsfW9Dxit","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Fess Parker Rodney's Vineyard Syrah 2020","https://www.wine.com/product/fess-parker-rodneys-vineyard-syrah-2020/1254262"
"Nero d'Avola",481,"Sicily, Italy","39","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","aJKwTQWDKB3JhCk5t0k4","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Gulfi Nerobaronj Nero d'Avola 2018","https://www.wine.com/product/gulfi-nerobaronj-nero-davola-2018/1663421"
"Pinot Noir",482,"Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France","120","WS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","zi9iZdwKXdxmcb0PJYIv","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Domaine Tollot-Beaut Aloxe Corton Les Vercots Premier Cru 2018","https://www.wine.com/product/domaine-tollot-beaut-aloxe-corton-les-vercots-premier-cru-2018/663173"
"Pinot Noir",483,"Arroyo Seco, Monterey, Central Coast, California","33","TP","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","NlG5BJZgyM322kJdCrNI","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"J. Lohr Fog's Reach Pinot Noir 2022","https://www.wine.com/product/j-lohr-fogs-reach-pinot-noir-2022/1830003"
"Tempranillo",484,"Atlas Peak, Napa Valley, California","65","JD","92",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","gjnY6luyO9XLFTRLvsxm","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Parador Stagecoach Vineyard Reserva Tempranillo 2012","https://www.wine.com/product/parador-stagecoach-vineyard-reserva-tempranillo-2012/672659"
"Petite Sirah",485,"Napa Valley, California","47","V","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","6H1I5i1pKHYqZlEprDe3","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Stags' Leap Winery Petite Sirah 2018","https://www.wine.com/product/stags-leap-winery-petite-sirah-2018/772994"
"Cabernet Sauvignon",486,"Napa Valley, California","39","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","xo3paFytmX7ErnJuCnTR","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Scattered Peaks Cabernet Sauvignon 2021","https://www.wine.com/product/scattered-peaks-cabernet-sauvignon-2021/1582340"
"Syrah/Shiraz",487,"Saint-Joseph, Rhone, France","44","RP","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","GwbHY1XfNnQvjBSqphmm","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Domaine Coursodon Saint-Joseph Silice Rouge 2021","https://www.wine.com/product/domaine-coursodon-saint-joseph-silice-rouge-2021/1507390"
"Cabernet Sauvignon",488,"Sonoma County, California","75","WS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","AibHeEGeeNK3ZrAiWxzY","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Mount Peak Sentinel Cabernet Sauvignon 2016","https://www.wine.com/product/mount-peak-sentinel-cabernet-sauvignon-2016/528907"
"Pinot Noir",489,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France","149","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","QBIaH7ZRu20Vdippx2cS","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Chanson Pere & Fils Beaune Greves Premier Cru 2021","https://www.wine.com/product/chanson-pere-and-fils-beaune-greves-premier-cru-2021/1442338"
"Rhone Red Blends",490,"Chateauneuf-du-Pape, Rhone, France","70","WE","92",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","kKGvWV8jSGs7vQeCELhJ","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Chateau de Nalys Saintes Pierres de Nalys Chateauneuf-du-Pape 2019","https://www.wine.com/product/chateau-de-nalys-saintes-pierres-de-nalys-chateauneuf-du-pape-2019/1749643"
"Bordeaux Red Blends",491,"Tuscany, Italy","51","WW","90",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","gXc1yKkNtH3NjWLyQ0xf","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Tenuta di Arceno Il Fauno di Arcanum 2020","https://www.wine.com/product/tenuta-di-arceno-il-fauno-di-arcanum-2020/1255914"
"Cabernet Sauvignon",492,"Margaret River, Western Australia, Australia","28","JS","93",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","B6JDxsObfXcDgjZTGnUh","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Vasse Felix Filius Cabernet Sauvignon 2021","https://www.wine.com/product/vasse-felix-filius-cabernet-sauvignon-2021/1487112"
"Nebbiolo",493,"Barolo, Piedmont, Italy","67","WE","92",1710528953700,"Fri, 15 Mar 2024 18:55:53 GMT","Qb7ClPZEDUucfub6o60T","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/110?sortBy=topRated&ratingmin=89",110,"Fratelli Seghesio Barolo Castelletto La Villa 2019","https://www.wine.com/product/fratelli-seghesio-barolo-castelletto-la-villa-2019/1532463"
"Grenache",541,"Terra Alta, Spain","23","JS","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","s4KfOL1AXXljeMNYniop","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Herencia Altes La Pilosa Garnatxa Peluda 2021","https://www.wine.com/product/herencia-altes-la-pilosa-garnatxa-peluda-2021/1372785"
"Mencia",542,"Bierzo, Spain","26","WE","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","k9Om54LkadbZlCcBJRWO","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Vinos de Arganza Flavium Seleccion Mencia 2021","https://www.wine.com/product/vinos-de-arganza-flavium-seleccion-mencia-2021/1676047"
"Pinot Noir",543,"Chehalem Mountains, Willamette Valley, Oregon","99","JD","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","pI4S4Me9gliaiuHfcqo2","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Adelsheim Boulder Bluff Vineyard Pinot Noir 2019","https://www.wine.com/product/adelsheim-boulder-bluff-vineyard-pinot-noir-2019/1232369"
"Pinot Noir",544,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France","74","WE","92",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","Q1SG1ntrpaWdOxKKADX5","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Louis Jadot Beaune Clos des Couchereaux Premier Cru Domaine des Heritiers 2020","https://www.wine.com/product/louis-jadot-beaune-clos-des-couchereaux-premier-cru-domaine-des-heritiers-2020/1469433"
"Mencia",545,"Bierzo, Spain","22","W&S","91",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","dc7uK01YAVOC99uimopv","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Michelini i Mufatto (Spain) En el Camino 2021","https://www.wine.com/product/michelini-i-mufatto-spain-en-el-camino-2021/1474000"
"Pinot Noir",546,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France","149","WS","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","03kZ89QYEbW03oxNyxAb","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Domaine Genot-Boulanger Beaune-Greves Premier Cru 2021","https://www.wine.com/product/domaine-genot-boulanger-beaune-greves-premier-cru-2021/1717022"
"Rhone Red Blends",547,"Cotes du Rhone, Rhone, France","57","V","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","WNHAslYJyFlNgedh9RBb","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Clos du Caillou Cotes du Rhone Rouge Reserve 2020","https://www.wine.com/product/clos-du-caillou-cotes-du-rhone-rouge-reserve-2020/1104262"
"Tempranillo",548,"Rioja, Spain","30","RP","92",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","gqjFWQgHKU3WBnFDPj4R","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Marques de Caceres Rioja Reserva 2017","https://www.wine.com/product/marques-de-caceres-rioja-reserva-2017/1162569"
"Bordeaux Red Blends",549,"St. Estephe, Bordeaux, France","34","JM","92",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","dDqDe3rXLLTrOo9bivHw","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Chateau Cos d'Estournel G d'Estournel 2020","https://www.wine.com/product/chateau-cos-destournel-g-destournel-2020/768593"
"Pinot Noir",550,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France","129","RP","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","X9GiL0roaavFup1VmMe9","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Faiveley Beaune Clos de l'Ecu Premier Cru 2020","https://www.wine.com/product/faiveley-beaune-clos-de-lecu-premier-cru-2020/1167829"
"Syrah/Shiraz",551,"Cote Rotie, Rhone, France","79","JM","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","f9OBoM75KZ2Sc5ZswzvI","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Domaine Duclaux Cote Rotie La Germine 2019","https://www.wine.com/product/domaine-duclaux-cote-rotie-la-germine-2019/1214903"
"Bordeaux Red Blends",552,"Columbia Valley, Washington","45","D","92",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","mX94yQfwLYxt7O1dXJsp","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Avennia Gravura 2020","https://www.wine.com/product/avennia-gravura-2020/1259786"
"Tuscan Blends",553,"Tuscany, Italy","25","RP","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","MpHZNANfEZuW94BchxPL","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Querciabella Mongrana 2020","https://www.wine.com/product/querciabella-mongrana-2020/1313078"
"Other Red Blends",554,"Valpolicella, Veneto, Italy","55","JD","91",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","u1t9ugESLLfre4NO0foF","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Pasqua Amarone della Valpolicella 2018","https://www.wine.com/product/pasqua-amarone-della-valpolicella-2018/948129"
"Rhone Red Blends",555,"Chateauneuf-du-Pape, Rhone, France","79","WS","91",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","N6w4dDYpzPQhdzTHFLff","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Domaine de Marcoux Chateauneuf-du-Pape 2020","https://www.wine.com/product/domaine-de-marcoux-chateauneuf-du-pape-2020/1102512"
"Pinot Noir",556,"South Africa","57","WE","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","7eZDfMRprBNbTReA8eTI","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Storm Vrede Pinot Noir 2016","https://www.wine.com/product/storm-vrede-pinot-noir-2016/562135"
"Syrah/Shiraz",557,"Barossa Valley, Barossa, South Australia, Australia","39","W&S","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","VzFKoXRphwZu73mCw5H1","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Glaetzer Bishop Shiraz 2018","https://www.wine.com/product/glaetzer-bishop-shiraz-2018/919867"
"Cabernet Sauvignon",558,"Napa Valley, California","109","JS","91",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","TOlfw9I92UpozM6AkVzx","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"John Anthony Vineyards Napa Valley Cabernet Sauvignon 2018","https://www.wine.com/product/john-anthony-vineyards-napa-valley-cabernet-sauvignon-2018/1600146"
"Pinot Noir",559,"Willamette Valley, Oregon","65","WS","90",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","kQRa0gk02YW5YYrmqExY","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Holocene Wines Apocrypha Pinot Noir 2021","https://www.wine.com/product/holocene-wines-apocrypha-pinot-noir-2021/1219712"
"Pinot Noir",560,"Russian River, Sonoma County, California","49","JS","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","n7mFt8lZwM05ddmQhT1S","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Furthermore Russian River Valley Pinot Noir 2021","https://www.wine.com/product/furthermore-russian-river-valley-pinot-noir-2021/1479795"
"Pinot Noir",561,"Sicily, Italy","99","D","90",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","xp5dhbBYQdpSQog7k0w6","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Gulfi Pino 2016","https://www.wine.com/product/gulfi-pino-2016/1162513"
"Gamay",562,"Beaujolais, Burgundy, France","32","RP","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","Nmf6THaVYCJkjUUYXDkH","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Duboeuf Morgon Jean-Ernest Descombes 2019","https://www.wine.com/product/duboeuf-morgon-jean-ernest-descombes-2019/763207"
"Tempranillo",563,"Ribera del Duero, Spain","27","JD","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","2Y3bDWGNb6AH8cEsxJAy","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Portia Crianza 2016","https://www.wine.com/product/portia-crianza-2016/599056"
"Tempranillo",564,"Rioja, Spain","60","WS","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","ok6ZW0oWTfnsr4bg8qOO","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Villota Vina Gena Vinedo Singular Rioja 2018","https://www.wine.com/product/villota-vina-gena-vinedo-singular-rioja-2018/805299"
"Cabernet Sauvignon",565,"Napa Valley, California","70","RP","91",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","P39bHXVeAHV7NSF0PG9w","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Pine Ridge Napa Valley Cabernet Sauvignon 2021","https://www.wine.com/product/pine-ridge-napa-valley-cabernet-sauvignon-2021/1224705"
"Syrah/Shiraz",566,"Cote Rotie, Rhone, France","84","JD","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","KOtdhFnnm7q9X4YKz2NW","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Domaine Clusel-Roch Cote-Rotie Les Schistes 2019","https://www.wine.com/product/domaine-clusel-roch-cote-rotie-les-schistes-2019/1017815"
"Rhone Red Blends",567,"Chateauneuf-du-Pape, Rhone, France","53","JS","92",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","5es9mKsiDMPb8E7DSzTi","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Porte Rouge Chateauneuf-du-Pape Cuvee Tradition 2020","https://www.wine.com/product/porte-rouge-chateauneuf-du-pape-cuvee-tradition-2020/1164773"
"Tuscan Blends",568,"Tuscany, Italy","21","JS","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","e4ScAXd84W8ZNCrG1M4q","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Brancaia Tre 2021","https://www.wine.com/product/brancaia-tre-2021/1269607"
"Cabernet Sauvignon",569,"Spain","24","RP","90",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","foSJBOCaGmA8eCNjTttW","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Bodegas Manzanos Reino De Altuzarra Cabernet Sauvignon 2021","https://www.wine.com/product/bodegas-manzanos-reino-de-altuzarra-cabernet-sauvignon-2021/1618322"
"Syrah/Shiraz",570,"Mt. Veeder, Napa Valley, California","49","WE","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","liLflsyE9IIVFDWs1JUj","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Lagier Meredith Syrah 2019","https://www.wine.com/product/lagier-meredith-syrah-2019/1264717"
"Pinot Noir",571,"Walker Bay, South Africa","55","JS","92",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","4R9CREJP6bhU5hNuLed9","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Hamilton Russell Pinot Noir 2022","https://www.wine.com/product/hamilton-russell-pinot-noir-2022/1458847"
"Other Red Blends",572,"Languedoc, South of France, France","499","RP","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","TDmsmbeUNlJiV1l0osQs","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Grange des Peres Pays d'Herault 2015","https://www.wine.com/product/grange-des-peres-pays-dherault-2015/526225"
"Sangiovese",573,"Chianti Classico, Chianti, Tuscany, Italy","24","JD","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","Y5IbBwoMS2JLIPgvNmsP","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Castello di Bossi Chianti Classico 2020","https://www.wine.com/product/castello-di-bossi-chianti-classico-2020/1381771"
"Syrah/Shiraz",574,"Hermitage, Rhone, France","2,999","V","93",1710528956277,"Fri, 15 Mar 2024 18:55:56 GMT","xx6J38orPPP6xRtm2i77","https://www.wine.com/list/wine/red-wine/standard-750ml/7155-124-266/119?sortBy=topRated&ratingmin=89",119,"Jean-Louis Chave Hermitage 1991","https://www.wine.com/product/jean-louis-chave-hermitage-1991/731584"
